# CORPUS CÂU MIX — sinh bằng scripts/voice/gen-mix.py (đừng sửa tay: sửa CLAUSES trong script).
# Cột: ids(phẩy, đúng thứ tự) | text
defrost,trunk,drl	tắt sấy kính mở cốp sau bật đèn ban ngày
fan,trunk,win_rr	giảm gió sau đó mở cốp sau mở kính sau phải
windows_all,defrost_rear,win_lf	mở tất cả kính, bật sấy kính sau mở kính bên lái
win_rr,win_rf,recirc	mở kính sau phải hạ kiếng phải và chuyển gió ngoài
pm25,cam,win_rr	tắt lọc bụi sau đó bật camera 360 mở kính sau phải
defrost_rear,recirc,ac_auto	bật sấy kính sau lấy gió ngoài tắt máy lạnh
drl,trunk,temp	bật đèn ban ngày mở cốp xong chỉnh nhiệt độ 22 độ
win_lr,pm25,defrost_rear	mở kính sau trái xong bật lọc không khí, bật sấy kính sau
sunroof,ac_auto,temp	mở cửa sổ trời xong bật điều hoà đặt nhiệt độ 24 độ
ac_auto,win_rf,pm25	bật điều hoà mở kính trước phải sau đó bật lọc không khí
win_rf,pm25,headl	hạ kiếng phải bật lọc không khí tắt đèn pha
windows_all,defrost_rear,win_lf	đóng hết kính, bật sấy kính sau rồi mở kính bên lái
win_rr,fan,defrost_rear	mở kính sau phải giảm gió và bật sấy kính sau
fan,sunroof,ac_auto	giảm gió xong mở cửa sổ trời tắt điều hoà
temp,recirc,win_rf	đặt nhiệt độ 24 độ, lấy gió ngoài sau đó mở kính trước phải
trunk,windows_all,temp	mở cốp xong mở tất cả kính đặt nhiệt độ 24 độ
temp,defrost_rear,drl	đặt nhiệt độ 24 độ xong bật sấy kính sau và bật đèn ban ngày
windows_all,defrost_rear,readl	hạ hết kính xong bật sấy kính sau rồi bật đèn đọc
drl,windows_all,temp	bật đèn ban ngày rồi mở tất cả kính chỉnh nhiệt độ 22 độ
windows_all,win_lf,pm25	hạ hết kính sau đó hạ kính trước trái tắt lọc bụi
pm25,fan,win_rr	tắt lọc bụi giảm gió mở kính sau phải
headl,win_rf,recirc	tắt đèn pha và hạ kính phụ sau đó lấy gió ngoài
recirc,trunk,cam	lấy gió trong mở cốp rồi bật camera 360
defrost,cam,ac_auto	bật sấy kính xong mở camera tắt điều hoà
temp,headl,defrost_rear	đặt nhiệt độ 24 độ sau đó tắt đèn pha sau đó bật sấy kính sau
headl,defrost,ac_auto	tắt đèn pha rồi tắt sấy kính tắt máy lạnh
pm25,ac_auto,windows_all	bật lọc bụi xong tắt máy nạnh đóng hết kính
recirc,win_lr,drl	chuyển gió ngoài mở kính sau trái bật đèn ban ngày
windows_all,recirc,defrost	đóng hết kính xong lấy gió ngoài xong bật sấy kính
headl,cam,win_rf	tắt đèn pha sau đó mở camera xong hạ kính phụ
fan,win_lr,win_lf	giảm gió sau đó mở kính sau trái xong mở kính trước trái
pm25,readl,ac_auto	bật lọc không khí tắt đèn đọc xong tắt máy lạnh
trunk,win_lf,win_half_lf	mở cốp sau hạ kiếng trái và mở nửa kính lái
readl,defrost_rear,sunroof	bật đèn trần sau đó bật sấy kính sau đóng cửa sổ trời
fan,temp,headl	tăng gió đặt nhiệt độ 24 độ bật đèn pha
readl,ac_auto,drl	bật đèn đọc, bật điều hoà sau đó bật đèn ban ngày
win_lf,win_half_lf,win_rr	mở kính trước trái sau đó mở nửa kính lái, mở kính sau phải
win_half_lf,temp,headl	mở nửa kính lái và chỉnh nhiệt độ 22 độ sau đó bật đèn pha
win_rr,ac_auto,win_rf	mở kính sau phải rồi tắt máy lạnh, hạ kính phụ
headl,pm25,win_rr	bật đèn pha bật lọc bụi, mở kính sau phải
win_half_lf,readl,drl	mở nửa kính lái xong bật đèn trần rồi bật đèn ban ngày
ac_auto,win_lf,sunroof	bật máy lạnh, mở kính bên lái mở nóc xe
sunroof,win_rf,trunk	đóng cửa sổ trời sau đó hạ kính phụ và mở cốp
cam,defrost_rear,sunroof	bật camera 360 bật sấy kính sau xong mở nóc xe
trunk,readl,cam	mở cốp sau và bật đèn trần bật camera 360
headl,ac_auto,win_lr	tắt đèn pha, bật máy lạnh xong mở kính sau trái
win_lf,readl,windows_all	hạ kiếng trái xong tắt đèn đọc mở tất cả kính
win_rf,win_half_lf,pm25	hạ kiếng phải, mở nửa kính lái sau đó bật lọc không khí
win_rf,win_rr,pm25	mở kính trước phải mở kính sau phải tắt lọc bụi
defrost,win_rr,win_half_lf	tắt sấy kính mở kính sau phải, mở nửa kính lái
headl,pm25,win_lr	tắt đèn pha rồi bật lọc không khí mở kính sau trái
headl,windows_all,defrost	tắt đèn pha và hạ hết kính tắt sấy kính
win_lr,drl,defrost	mở kính sau trái rồi bật đèn ban ngày bật sấy kính trước
drl,trunk,temp	bật đèn ban ngày rồi mở cốp sau sau đó chỉnh nhiệt độ 22 độ
defrost,win_lf,readl	tắt sấy kính, mở kính trước trái, bật đèn đọc
sunroof,win_half_lf,win_lf	đóng cửa sổ trời và mở nửa kính lái, mở kính trước trái
defrost_rear,fan,pm25	bật sấy kính sau tăng gió sau đó tắt lọc bụi
win_lf,ac_auto,win_lr	mở kính bên lái xong bật điều hoà mở kính sau trái
headl,sunroof,temp	tắt đèn pha, mở nóc xe đặt nhiệt độ 24 độ
windows_all,cam,defrost_rear	hạ hết kính xong mở camera bật sấy kính sau
pm25,headl,win_rr	bật lọc không khí sau đó tắt đèn pha xong mở kính sau phải
windows_all,cam,win_rr	đóng hết kính rồi mở camera rồi mở kính sau phải
win_half_lf,windows_all,cam	mở nửa kính lái rồi hạ hết kính sau đó bật camera 360
temp,win_half_lf,defrost	chỉnh nhiệt độ 22 độ rồi mở nửa kính lái, tắt sấy kính
drl,sunroof,defrost_rear	bật đèn ban ngày rồi mở nóc xe rồi bật sấy kính sau
defrost,ac_auto,win_half_lf	bật sấy kính, bật máy lạnh mở nửa kính lái
win_lr,defrost_rear,drl	mở kính sau trái rồi bật sấy kính sau bật đèn ban ngày
win_lf,win_rf,pm25	mở kính bên lái, hạ kính phụ sau đó tắt lọc bụi
defrost,drl,cam	bật sấy kính trước rồi bật đèn ban ngày và mở camera
win_rf,trunk,temp	mở kính trước phải, mở cốp sau đặt nhiệt độ 24 độ
win_rr,cam,trunk	mở kính sau phải rồi bật camera 360 rồi mở cốp
sunroof,temp,defrost_rear	mở nóc xe và đặt nhiệt độ 24 độ và bật sấy kính sau
trunk,win_lr,defrost	mở cốp sau xong mở kính sau trái và bật sấy kính
defrost_rear,headl,cam	bật sấy kính sau, tắt đèn pha bật camera 360
cam,ac_auto,win_rf	bật camera 360 xong bật điều hoà xong hạ kiếng phải
win_rf,cam,win_lf	mở kính trước phải mở camera và mở kính bên lái
sunroof,win_rr,win_lf	mở nóc xe mở kính sau phải rồi mở kính trước trái
drl,pm25,headl	bật đèn ban ngày rồi bật lọc không khí, bật đèn pha
win_rr,windows_all,ac_auto	mở kính sau phải đóng hết kính tắt máy lạnh
headl,fan,temp	tắt đèn pha xong tăng gió sau đó đặt nhiệt độ 24 độ
win_half_lf,defrost_rear,windows_all	mở nửa kính lái bật sấy kính sau mở tất cả kính
pm25,win_rr,win_lr	tắt lọc bụi, mở kính sau phải rồi mở kính sau trái
win_lf,win_rf,readl	hạ kiếng trái rồi hạ kiếng phải bật đèn đọc
readl,win_half_lf,drl	bật đèn đọc và mở nửa kính lái bật đèn ban ngày
temp,defrost,cam	chỉnh nhiệt độ 22 độ tắt sấy kính xong bật camera 360
sunroof,readl,cam	đóng cửa sổ trời tắt đèn đọc sau đó mở camera
readl,win_lr,ac_auto	bật đèn đọc mở kính sau trái bật máy lạnh
defrost,sunroof,trunk	bật sấy kính sau đó đóng cửa sổ trời rồi mở cốp sau
defrost_rear,sunroof,win_lr	bật sấy kính sau, đóng cửa sổ trời mở kính sau trái
sunroof,recirc,temp	đóng cửa sổ trời rồi lấy gió trong đặt nhiệt độ 24 độ
pm25,win_lf,defrost_rear	bật lọc bụi mở kính trước trái bật sấy kính sau
pm25,drl,windows_all	bật lọc không khí sau đó bật đèn ban ngày sau đó mở tất cả kính
readl,ac_auto,trunk	tắt đèn đọc rồi tắt điều hoà rồi mở cốp sau
win_half_lf,recirc,defrost	mở nửa kính lái chuyển gió ngoài sau đó bật sấy kính
temp,windows_all,pm25	chỉnh nhiệt độ 22 độ, hạ hết kính tắt lọc bụi
sunroof,headl,recirc	mở cửa sổ trời, bật đèn pha chuyển gió ngoài
drl,pm25,sunroof	bật đèn ban ngày, bật lọc không khí mở nóc xe
defrost,win_lf,sunroof	bật sấy kính trước hạ kính lái sau đó mở nóc xe
readl,defrost_rear,recirc	bật đèn trần, bật sấy kính sau và lấy gió ngoài
headl,defrost,recirc	bật đèn pha bật sấy kính trước lấy gió trong
defrost,windows_all,sunroof	tắt sấy kính sau đó mở tất cả kính rồi đóng cửa sổ trời
windows_all,pm25,ac_auto	đóng hết kính rồi tắt lọc bụi bật điều hoà
temp,readl,sunroof	chỉnh nhiệt độ 22 độ bật đèn trần và mở cửa sổ trời
win_rr,pm25,readl	mở kính sau phải, tắt lọc bụi bật đèn đọc
cam,recirc,defrost	bật camera 360 lấy gió trong, bật sấy kính trước
defrost,ac_auto,readl	bật sấy kính trước, bật máy lạnh và bật đèn trần
cam,trunk,win_lf	bật camera 360 mở cốp sau sau đó hạ kính trước trái
win_half_lf,win_rf,readl	mở nửa kính lái mở kính trước phải sau đó tắt đèn đọc
trunk,win_lr,cam	mở cốp sau và mở kính sau trái, bật camera 360
win_lr,trunk,cam	mở kính sau trái, đóng cốp mở camera
recirc,cam,headl	lấy gió ngoài mở camera xong bật đèn pha
drl,pm25,ac_auto	bật đèn ban ngày, bật lọc không khí và tắt điều hoà
readl,win_rf,ac_auto	tắt đèn đọc hạ kính phụ bật máy lạnh
defrost,windows_all,drl	bật sấy kính trước xong hạ hết kính rồi bật đèn ban ngày
readl,win_half_lf,win_lf	bật đèn trần xong mở nửa kính lái và mở kính trước trái
defrost,windows_all,drl	bật sấy kính trước và hạ hết kính xong bật đèn ban ngày
win_rr,drl,cam	mở kính sau phải sau đó bật đèn ban ngày sau đó mở camera
sunroof,recirc,win_rr	mở nóc xe và lấy gió trong rồi mở kính sau phải
recirc,win_rf,drl	lấy gió trong hạ kính phụ xong bật đèn ban ngày
defrost,temp,win_rr	bật sấy kính rồi chỉnh nhiệt độ 22 độ, mở kính sau phải
trunk,defrost,ac_auto	mở cốp sau bật sấy kính rồi tắt máy lạnh
fan,win_lr,defrost_rear	giảm gió rồi mở kính sau trái rồi bật sấy kính sau
recirc,drl,defrost_rear	lấy gió ngoài xong bật đèn ban ngày và bật sấy kính sau
pm25,readl,win_lr	bật lọc bụi bật đèn trần sau đó mở kính sau trái
sunroof,windows_all,defrost	đóng cửa sổ trời, đóng hết kính sau đó bật sấy kính trước
ac_auto,win_rr,defrost	tắt máy nạnh mở kính sau phải xong tắt sấy kính
trunk,defrost_rear,readl	đóng cốp và bật sấy kính sau sau đó bật đèn trần
pm25,readl,win_rf	bật lọc bụi sau đó bật đèn đọc xong hạ kiếng phải
sunroof,win_rf,recirc	đóng cửa sổ trời xong hạ kính phụ lấy gió trong
defrost,win_lr,windows_all	bật sấy kính trước mở kính sau trái rồi đóng hết kính
sunroof,win_lr,win_rf	đóng cửa sổ trời mở kính sau trái xong mở kính trước phải
trunk,win_lf,win_rf	mở cốp sau mở kính bên lái và hạ kính phụ
win_lr,win_rf,headl	mở kính sau trái rồi hạ kính phụ bật đèn pha
ac_auto,win_half_lf,sunroof	bật điều hoà sau đó mở nửa kính lái, đóng cửa sổ trời
trunk,recirc,fan	mở cốp, chuyển gió ngoài rồi giảm gió
cam,drl,windows_all	mở camera xong bật đèn ban ngày xong đóng hết kính
defrost_rear,defrost,cam	bật sấy kính sau và tắt sấy kính sau đó bật camera 360
defrost_rear,headl,win_lf	bật sấy kính sau xong bật đèn pha hạ kiếng trái
windows_all,trunk,cam	mở tất cả kính, mở cốp sau rồi bật camera 360
sunroof,pm25,win_rr	mở cửa sổ trời, bật lọc bụi xong mở kính sau phải
win_rr,readl,pm25	mở kính sau phải xong bật đèn đọc và bật lọc không khí
fan,readl,temp	tăng gió xong bật đèn trần, đặt nhiệt độ 24 độ
win_half_lf,win_lr,cam	mở nửa kính lái sau đó mở kính sau trái, bật camera 360
drl,headl,win_rr	bật đèn ban ngày, tắt đèn pha mở kính sau phải
recirc,fan,win_lr	lấy gió ngoài rồi giảm gió mở kính sau trái
win_rf,trunk,win_half_lf	mở kính trước phải rồi mở cốp sau và mở nửa kính lái
win_rr,windows_all,cam	mở kính sau phải, hạ hết kính bật camera 360
trunk,ac_auto,win_half_lf	mở cốp sau sau đó bật điều hoà và mở nửa kính lái
win_rr,readl,trunk	mở kính sau phải bật đèn trần sau đó đóng cốp
trunk,win_rr,win_half_lf	mở cốp sau mở kính sau phải xong mở nửa kính lái
readl,pm25,trunk	bật đèn đọc bật lọc không khí sau đó đóng cốp
win_half_lf,temp,win_rr	mở nửa kính lái chỉnh nhiệt độ 22 độ sau đó mở kính sau phải
pm25,ac_auto,windows_all	bật lọc không khí xong bật điều hoà rồi hạ hết kính
windows_all,pm25,drl	mở tất cả kính và bật lọc bụi bật đèn ban ngày
fan,headl,win_half_lf	tăng gió bật đèn pha, mở nửa kính lái
sunroof,fan,ac_auto	mở nóc xe giảm gió sau đó bật máy lạnh
headl,win_lr,trunk	tắt đèn pha mở kính sau trái, đóng cốp
win_rf,recirc,ac_auto	hạ kính phụ và chuyển gió ngoài, bật máy lạnh
temp,sunroof,trunk	chỉnh nhiệt độ 22 độ, mở cửa sổ trời rồi đóng cốp
defrost_rear,readl,win_lf	bật sấy kính sau tắt đèn đọc xong mở kính bên lái
windows_all,win_half_lf,pm25	mở tất cả kính, mở nửa kính lái và bật lọc bụi
trunk,headl,windows_all	mở cốp sau sau đó bật đèn pha hạ hết kính
recirc,cam,win_rr	lấy gió trong sau đó mở camera sau đó mở kính sau phải
windows_all,win_lr,defrost	mở tất cả kính sau đó mở kính sau trái xong bật sấy kính trước
readl,trunk,sunroof	tắt đèn đọc và mở cốp xong mở nóc xe
defrost_rear,fan,headl	bật sấy kính sau và tăng gió bật đèn pha
windows_all,recirc,win_lf	hạ hết kính rồi lấy gió trong rồi hạ kiếng trái
win_half_lf,defrost,ac_auto	mở nửa kính lái xong bật sấy kính và bật điều hoà
pm25,drl,defrost_rear	bật lọc bụi, bật đèn ban ngày bật sấy kính sau
defrost,trunk,temp	tắt sấy kính xong mở cốp sau sau đó chỉnh nhiệt độ 22 độ
win_lr,fan,defrost_rear	mở kính sau trái, giảm gió bật sấy kính sau
ac_auto,pm25,readl	tắt máy lạnh rồi bật lọc bụi rồi bật đèn đọc
recirc,defrost,headl	chuyển gió ngoài bật sấy kính xong bật đèn pha
win_rf,windows_all,win_half_lf	mở kính trước phải xong đóng hết kính mở nửa kính lái
win_lf,recirc,pm25	mở kính bên lái xong chuyển gió ngoài và bật lọc bụi
win_lf,recirc,defrost_rear	hạ kính trước trái xong chuyển gió ngoài rồi bật sấy kính sau
sunroof,defrost_rear,ac_auto	mở cửa sổ trời bật sấy kính sau xong tắt máy lạnh
defrost_rear,fan,sunroof	bật sấy kính sau giảm gió và mở cửa sổ trời
win_half_lf,defrost_rear,win_rf	mở nửa kính lái bật sấy kính sau mở kính trước phải
windows_all,recirc,win_half_lf	hạ hết kính sau đó lấy gió ngoài và mở nửa kính lái
cam,trunk,windows_all	mở camera, mở cốp và hạ hết kính
fan,win_rf,defrost	giảm gió và hạ kiếng phải, tắt sấy kính
headl,pm25,windows_all	tắt đèn pha rồi bật lọc bụi hạ hết kính
trunk,windows_all,readl	đóng cốp, đóng hết kính bật đèn đọc
win_rr,win_rf,headl	mở kính sau phải và hạ kiếng phải, bật đèn pha
trunk,windows_all,ac_auto	mở cốp sau đóng hết kính và tắt máy nạnh
readl,temp,fan	bật đèn đọc rồi chỉnh nhiệt độ 22 độ giảm gió
defrost_rear,win_lf,win_rr	bật sấy kính sau xong hạ kính lái sau đó mở kính sau phải
trunk,win_rf,readl	mở cốp sau rồi hạ kính phụ xong tắt đèn đọc
